time,open,high,low,close,tick_volume,spread,real_volume
2020-12-04,3670.6,3700.4,3669.1,3700.3,21189,3,0
2020-12-07,3702.8,3703.8,3673.9,3693.0,24622,3,0
2020-12-08,3684.6,3709.4,3666.2,3703.1,22970,3,0
2020-12-09,3710.2,3715.4,3661.0,3671.5,32891,3,0
2020-12-10,3677.2,3682.8,3647.0,3668.5,44376,2,0
2020-12-11,3672.5,3676.4,3630.5,3664.2,40662,2,0
2020-12-14,3683.6,3701.8,3648.1,3648.6,36827,2,0
2020-12-15,3657.9,3698.7,3646.7,3697.5,27212,3,0
2020-12-16,3695.5,3714.6,3690.7,3703.6,25802,2,0
2020-12-17,3706.2,3727.8,3702.5,3723.6,20149,2,0
2020-12-18,3724.0,3733.7,3688.0,3711.9,30156,2,0
2020-12-21,3717.6,3722.1,3607.1,3696.3,75939,2,0
2020-12-22,3696.1,3705.4,3674.4,3688.6,44858,4,0
2020-12-23,3688.9,3711.9,3661.8,3691.3,34379,4,0
2020-12-24,3695.3,3706.0,3689.2,3701.7,15102,3,0
2020-12-28,3713.8,3742.2,3707.6,3737.9,19500,3,0
2020-12-29,3742.1,3758.1,3725.1,3731.9,21130,2,0
2020-12-30,3730.8,3748.4,3726.8,3735.4,24963,4,0
2020-12-31,3737.2,3762.5,3725.2,3755.0,13952,2,0
2021-01-04,3761.0,3783.3,3662.6,3703.7,47505,3,0
2021-01-05,3698.2,3739.2,3683.2,3726.8,53868,2,0
2021-01-06,3723.4,3784.3,3695.4,3751.0,70981,2,0
2021-01-07,3759.0,3812.9,3751.2,3804.3,38114,3,0
2021-01-08,3802.3,3827.5,3784.0,3825.2,43756,3,0
2021-01-11,3822.4,3822.9,3785.2,3801.0,42169,3,0
2021-01-12,3804.7,3815.4,3774.7,3798.9,36700,3,0
2021-01-13,3804.7,3822.2,3783.2,3808.9,27668,3,0
2021-01-14,3814.4,3826.0,3792.5,3796.8,25518,3,0
2021-01-15,3802.5,3803.8,3747.8,3768.7,37268,2,0
2021-01-18,3766.5,3776.0,3748.4,3775.8,15607,3,0
2021-01-19,3779.2,3804.4,3777.9,3798.4,20694,4,0
2021-01-20,3810.6,3859.5,3795.8,3851.8,18721,5,0
2021-01-21,3855.0,3866.2,3843.7,3853.7,19117,3,0
2021-01-22,3851.1,3855.0,3820.2,3840.2,22925,2,0
2021-01-25,3849.8,3860.7,3798.9,3856.6,39055,2,0
2021-01-26,3854.7,3870.5,3829.8,3849.5,36387,2,0
2021-01-27,3858.4,3858.9,3731.5,3751.0,61133,2,0
2021-01-28,3725.4,3830.7,3711.1,3785.2,68478,7,0
2021-01-29,3781.5,3783.2,3692.5,3710.2,83314,7,0
2021-02-01,3675.5,3783.7,3675.5,3770.5,56199,7,0
2021-02-02,3777.7,3842.9,3767.3,3825.0,33231,7,0
2021-02-03,3838.5,3850.7,3815.5,3829.5,31173,7,0
2021-02-04,3840.4,3873.2,3819.2,3872.4,24959,6,0
2021-02-05,3871.4,3895.1,3866.9,3887.4,20612,7,0
2021-02-08,3898.4,3915.8,3892.6,3915.8,18124,7,0
2021-02-09,3913.5,3918.5,3901.5,3912.7,16570,7,0
2021-02-10,3915.6,3934.6,3884.6,3910.9,27765,7,0
2021-02-11,3912.4,3925.9,3890.2,3916.4,25821,7,0
2021-02-12,3912.6,3938.1,3895.8,3936.6,17644,7,0
2021-02-15,3943.8,3957.3,3941.1,3956.3,8136,7,0
2021-02-16,3953.3,3964.1,3923.8,3931.6,24512,7,0
2021-02-17,3930.0,3937.0,3901.3,3932.8,33431,7,0
2021-02-18,3930.2,3940.4,3885.2,3915.7,33514,7,0
2021-02-19,3917.5,3935.2,3894.7,3908.2,31423,7,0
2021-02-22,3899.2,3918.2,3865.4,3878.7,39126,7,0
2021-02-23,3887.6,3900.1,3808.8,3882.4,55990,7,0
2021-02-24,3871.6,3929.9,3856.1,3925.1,54977,7,0
2021-02-25,3928.6,3938.1,3814.1,3830.9,65560,7,0
2021-02-26,3829.0,3861.7,3788.5,3813.0,101357,7,0
2021-03-01,3833.1,3915.3,3831.8,3901.1,40276,7,0
2021-03-02,3907.3,3909.3,3869.1,3871.6,51266,7,0
2021-03-03,3878.1,3901.1,3818.9,3820.1,55709,7,0
2021-03-04,3809.2,3844.5,3723.3,3771.8,90932,7,0
2021-03-05,3766.2,3852.4,3731.2,3840.7,92793,7,0
2021-03-08,3863.7,3881.4,3798.9,3822.7,81295,7,0
2021-03-09,3842.0,3903.3,3828.5,3875.0,54190,7,0
2021-03-10,3879.3,3918.1,3858.8,3899.1,61040,3,0
2021-03-11,3906.5,3960.0,3894.9,3938.1,45988,2,0
2021-03-12,3944.4,3947.9,3911.3,3944.3,43962,2,0
2021-03-15,3951.5,3971.0,3924.0,3967.9,29673,3,0
2021-03-16,3964.4,3981.4,3953.6,3968.0,28003,7,0
2021-03-17,3967.1,3983.9,3935.9,3972.0,38019,7,0
2021-03-18,3979.0,3989.0,3911.3,3920.9,44598,7,0
2021-03-19,3922.2,3933.7,3885.5,3907.1,48372,7,0
2021-03-22,3908.3,3954.8,3895.6,3943.0,32534,7,0
2021-03-23,3943.8,3948.8,3901.1,3914.2,36760,7,0
2021-03-24,3909.1,3941.8,3888.1,3893.2,39781,7,0
2021-03-25,3896.2,3919.7,3853.7,3917.6,49828,7,0
2021-03-26,3920.5,3978.2,3912.2,3972.6,32274,7,0
2021-03-29,3968.0,3981.5,3939.5,3972.0,41981,7,0
2021-03-30,3977.8,3978.1,3943.9,3962.9,31945,7,0
2021-03-31,3956.4,3993.6,3951.4,3978.1,20960,2,0
2021-04-01,3978.6,4020.6,3974.4,4019.4,17481,7,0
2021-04-02,4023.7,4047.7,4023.7,4037.0,5417,7,0
2021-04-05,4035.0,4082.9,4030.5,4076.5,12973,7,0
2021-04-06,4078.5,4085.5,4061.7,4073.5,19413,7,0
2021-04-07,4074.7,4082.7,4066.0,4079.5,17654,7,0
2021-04-08,4082.6,4101.1,4081.1,4098.1,14146,7,0
2021-04-09,4104.8,4129.8,4089.6,4128.3,14476,7,0
2021-04-12,4124.6,4132.1,4113.1,4129.3,17040,7,0
2021-04-13,4129.3,4148.4,4110.1,4141.6,17175,7,0
2021-04-14,4140.9,4151.9,4121.4,4128.4,18891,5,0
2021-04-15,4134.4,4175.2,4127.9,4171.7,15048,7,0
2021-04-16,4171.7,4191.9,4162.9,4186.2,15713,7,0
2021-04-19,4175.2,4183.2,4150.7,4166.4,22875,4,0
2021-04-20,4167.2,4175.7,4119.2,4135.9,27495,7,0
2021-04-21,4131.7,4175.4,4121.7,4174.2,20662,7,0
2021-04-22,4165.4,4179.9,4123.6,4136.4,28906,7,0
2021-04-23,4137.4,4194.9,4135.9,4179.4,17992,7,0
2021-04-26,4179.2,4194.2,4172.2,4189.2,16386,4,0
2021-04-27,4190.5,4199.2,4175.2,4186.7,16618,7,0
2021-04-28,4190.0,4202.2,4181.5,4186.0,17928,7,0
2021-04-29,4194.5,4219.0,4176.4,4212.1,21287,7,0
2021-04-30,4207.3,4208.3,4175.3,4184.8,25360,7,0
2021-05-03,4194.7,4210.4,4189.2,4193.4,19289,7,0
2021-05-04,4191.7,4192.7,4128.7,4168.7,32106,7,0
2021-05-05,4164.9,4187.9,4161.2,4169.0,21517,1,0
2021-05-06,4164.4,4203.2,4148.2,4201.2,33553,1,0
2021-05-07,4202.5,4239.3,4198.7,4231.3,24360,7,0
2021-05-10,4235.5,4245.3,4189.2,4190.7,24628,7,0
2021-05-11,4186.5,4192.7,4111.0,4152.8,52296,7,0
2021-05-12,4149.3,4157.0,4057.7,4065.2,59199,7,0
2021-05-13,4066.1,4132.4,4035.1,4111.6,60598,7,0
2021-05-14,4113.8,4183.6,4110.8,4174.1,34483,7,0
2021-05-17,4180.5,4181.3,4142.1,4164.1,43148,7,0
2021-05-18,4165.6,4184.3,4125.6,4127.8,26213,7,0
2021-05-19,4121.5,4127.2,4060.4,4116.8,56411,7,0
2021-05-20,4108.8,4173.2,4088.5,4158.4,31725,7,0
2021-05-21,4159.1,4188.8,4151.1,4157.1,30328,7,0
2021-05-24,4152.2,4209.7,4149.4,4198.2,21834,7,0
2021-05-25,4203.9,4216.2,4182.9,4189.7,24742,7,0
2021-05-26,4194.4,4207.7,4184.2,4197.2,20458,7,0
2021-05-27,4199.0,4213.4,4181.0,4198.2,23171,7,0
2021-05-28,4213.2,4220.7,4204.4,4207.2,16353,7,0
2021-05-31,4211.2,4213.4,4192.9,4194.2,9793,7,0
2021-06-01,4201.1,4232.8,4198.1,4202.6,20096,7,0
2021-06-02,4197.4,4217.4,4193.2,4208.7,21074,7,0
2021-06-03,4209.5,4215.2,4167.0,4192.7,34665,5,0
2021-06-04,4192.5,4233.5,4179.0,4230.3,30103,7,0
2021-06-07,4231.0,4234.3,4215.8,4227.1,30330,7,0
2021-06-08,4228.0,4238.5,4208.0,4227.0,30731,7,0
2021-06-09,4227.6,4236.6,4218.9,4221.1,22801,7,0
2021-06-10,4223.9,4250.4,4208.7,4239.9,32976,7,0
2021-06-11,4240.3,4249.3,4232.3,4247.1,23168,7,0
2021-06-14,4250.4,4257.7,4234.3,4257.5,20993,7,0
2021-06-15,4254.8,4268.3,4238.5,4248.0,22125,7,0
2021-06-16,4248.9,4250.6,4201.9,4224.1,33933,7,0
2021-06-17,4213.0,4232.3,4193.0,4222.8,45784,7,0
2021-06-18,4226.5,4229.7,4162.0,4164.5,54612,7,0
2021-06-21,4155.3,4226.2,4136.8,4223.7,56347,7,0
2021-06-22,4228.2,4255.4,4216.0,4246.5,39300,7,0
2021-06-23,4246.8,4258.3,4240.8,4242.0,33539,7,0
2021-06-24,4244.4,4270.4,4244.4,4266.1,26399,7,0
2021-06-25,4271.8,4286.3,4263.3,4281.0,25499,7,0
2021-06-28,4287.5,4291.6,4274.0,4290.1,26780,7,0
2021-06-29,4287.0,4300.2,4281.0,4292.0,27043,2,0
2021-06-30,4294.4,4303.4,4278.9,4297.6,29944,7,0
2021-07-01,4303.8,4321.6,4295.6,4320.8,28925,7,0
2021-07-02,4319.1,4355.7,4318.1,4352.4,26698,6,0
2021-07-05,4349.9,4354.9,4342.2,4350.4,17272,6,0
2021-07-06,4353.8,4357.3,4315.0,4344.0,35043,6,0
2021-07-07,4340.0,4362.3,4330.0,4359.3,39113,6,0
2021-07-08,4359.7,4360.7,4288.2,4320.2,67945,6,0
2021-07-09,4321.4,4372.7,4302.2,4368.7,38258,6,0
2021-07-12,4372.4,4387.7,4350.9,4385.7,34466,4,0
2021-07-13,4384.9,4392.9,4365.9,4371.7,34639,6,0
2021-07-14,4369.7,4392.9,4358.4,4377.4,39740,6,0
2021-07-15,4376.5,4378.5,4341.0,4361.2,49590,6,0
2021-07-16,4354.0,4376.2,4322.7,4326.5,44557,6,0
2021-07-19,4320.7,4324.7,4232.5,4263.5,77458,6,0
2021-07-20,4267.0,4336.8,4261.0,4323.3,52802,6,0
2021-07-21,4329.3,4360.1,4317.8,4358.8,48110,6,0
2021-07-22,4360.8,4369.5,4349.3,4367.5,35106,6,0
2021-07-23,4376.8,4415.1,4374.8,4411.1,28856,5,0
2021-07-26,4410.1,4422.3,4383.1,4422.1,40940,6,0
2021-07-27,4420.8,4422.1,4372.1,4402.1,54739,6,0
2021-07-28,4393.6,4415.1,4385.3,4399.8,59740,6,0
2021-07-29,4400.8,4429.9,4387.9,4419.1,32594,4,0
2021-07-30,4404.5,4411.8,4377.8,4396.6,52648,6,0
2021-08-02,4410.7,4426.7,4384.4,4387.2,43882,6,0
2021-08-03,4390.4,4423.7,4372.4,4423.7,44901,6,0
2021-08-04,4418.7,4422.2,4398.6,4401.6,28718,1,0
2021-08-05,4405.4,4429.7,4400.9,4428.4,19982,7,0
2021-08-06,4425.8,4439.8,4422.6,4436.4,19784,7,0
2021-08-09,4433.4,4438.9,4419.6,4432.7,27405,0,0
2021-08-10,4432.6,4445.2,4423.7,4437.5,20166,1,0
2021-08-11,4436.0,4450.3,4428.0,4448.3,21959,7,0
2021-08-12,4446.3,4462.1,4436.3,4460.6,16321,3,0
2021-08-13,4459.5,4468.3,4457.0,4468.3,16645,7,0
2021-08-16,4462.5,4480.2,4438.0,4479.5,30556,2,0
2021-08-17,4475.8,4477.3,4417.3,4449.0,44813,7,0
2021-08-18,4442.0,4454.0,4397.0,4400.0,39753,7,0
2021-08-19,4397.4,4419.3,4352.5,4406.0,77689,1,0
2021-08-20,4407.4,4445.2,4376.4,4441.2,53320,0,0
2021-08-23,4443.0,4489.8,4443.0,4480.8,30515,7,0
2021-08-24,4487.0,4496.0,4481.0,4487.3,23891,7,0
2021-08-25,4487.9,4501.9,4480.8,4496.4,24732,4,0
2021-08-26,4496.5,4497.5,4469.0,4470.0,37540,7,0
2021-08-27,4474.1,4514.1,4465.9,4509.9,26349,7,0
2021-08-30,4512.9,4538.4,4504.9,4529.4,14951,7,0
2021-08-31,4534.4,4545.7,4516.4,4524.2,24124,7,0
2021-09-01,4529.4,4543.1,4522.6,4525.4,17209,7,0
2021-09-02,4525.9,4546.4,4518.7,4538.4,17515,6,0
2021-09-03,4539.3,4548.1,4521.8,4537.1,24214,2,0
2021-09-06,4533.6,4550.6,4526.3,4546.9,11982,1,0
2021-09-07,4544.0,4544.7,4513.4,4521.7,22093,1,0
2021-09-08,4520.8,4527.1,4495.0,4516.2,33375,0,0
2021-09-09,4512.7,4531.6,4487.9,4495.4,30819,1,0
2021-09-10,4491.6,4520.2,4459.3,4461.6,40222,1,0
2021-09-13,4470.7,4495.7,4447.0,4472.2,57990,0,0
2021-09-14,4478.6,4490.6,4436.9,4447.7,39019,0,0
2021-09-15,4449.2,4488.9,4438.9,4484.2,33746,3,0
2021-09-16,4487.9,4489.6,4444.4,4476.2,31827,1,0
2021-09-17,4472.7,4483.7,4427.7,4430.9,42182,0,0
2021-09-20,4418.2,4429.2,4305.4,4358.4,90126,6,0
2021-09-21,4359.0,4406.5,4347.7,4353.2,69082,1,0
2021-09-22,4346.0,4417.5,4332.2,4394.7,59647,4,0
2021-09-23,4398.1,4465.9,4397.1,4448.1,41974,4,0
2021-09-24,4452.0,4463.8,4421.8,4456.5,44199,0,0
2021-09-27,4462.8,4482.8,4436.0,4444.3,43482,0,0
2021-09-28,4441.3,4452.6,4345.6,4355.1,74811,1,0
2021-09-29,4359.3,4389.0,4354.8,4361.0,61246,0,0
2021-09-30,4365.5,4399.0,4304.7,4305.0,71021,1,0
2021-10-01,4309.2,4375.7,4270.2,4357.5,74888,1,0
2021-10-04,4370.3,4371.8,4277.5,4302.0,91916,0,0
2021-10-05,4306.9,4370.3,4280.9,4345.6,51707,1,0
2021-10-06,4348.8,4366.4,4284.6,4364.7,72551,0,0
2021-10-07,4370.9,4431.2,4370.7,4400.7,48836,0,0
2021-10-08,4402.6,4417.7,4386.2,4393.0,64161,1,0
2021-10-11,4384.3,4417.6,4360.2,4360.7,63183,0,0
2021-10-12,4357.7,4375.2,4327.5,4350.4,81631,0,0
2021-10-13,4339.8,4374.5,4329.0,4365.5,64249,1,0
2021-10-14,4370.3,4440.8,4369.1,4438.5,36953,0,0
2021-10-15,4445.5,4477.0,4436.3,4472.7,38766,1,0
2021-10-18,4470.6,4489.9,4446.1,4486.9,40500,0,0
2021-10-19,4483.9,4522.1,4482.1,4521.9,24052,0,0
2021-10-20,4522.6,4542.1,4514.1,4539.1,22304,0,0
2021-10-21,4533.6,4552.8,4520.1,4550.6,21843,0,0
2021-10-22,4539.3,4561.1,4525.4,4546.2,35394,0,0
2021-10-25,4540.9,4573.9,4532.4,4570.2,34354,0,0
2021-10-26,4574.2,4599.7,4570.7,4574.2,35721,0,0
2021-10-27,4579.5,4586.1,4553.6,4554.3,40019,8,0
2021-10-28,4560.1,4598.1,4554.9,4596.9,34724,8,0
2021-10-29,4588.2,4610.0,4568.5,4606.7,37184,0,0
2021-11-01,4618.2,4628.5,4596.0,4614.9,29271,1,0
2021-11-02,4615.4,4636.1,4602.7,4630.8,24680,8,0
2021-11-03,4631.5,4665.5,4622.6,4661.2,30018,0,0
2021-11-04,4666.9,4685.5,4659.9,4681.8,37606,0,0
2021-11-05,4682.0,4720.2,4676.2,4694.6,42869,0,0
2021-11-08,4695.2,4715.8,4685.4,4703.0,44528,2,0
2021-11-09,4698.3,4708.8,4672.1,4686.9,73369,2,0
2021-11-10,4680.1,4687.6,4632.2,4648.6,71735,2,0
2021-11-11,4649.7,4668.4,4645.1,4650.3,38632,3,0
2021-11-12,4655.5,4690.0,4650.4,4684.7,31231,3,0
2021-11-15,4694.3,4703.8,4673.4,4686.1,33032,3,0
2021-11-16,4685.6,4716.6,4676.8,4704.6,29511,0,0
2021-11-17,4701.5,4707.1,4684.8,4692.0,31672,2,0
2021-11-18,4691.6,4709.8,4672.9,4706.8,32220,2,0
2021-11-19,4710.7,4728.3,4688.7,4698.2,48125,0,0
2021-11-22,4705.8,4746.9,4685.1,4686.6,39691,3,0
2021-11-23,4690.6,4699.9,4656.6,4695.4,86508,2,0
2021-11-24,4693.4,4707.8,4660.4,4703.0,64554,0,0
2021-11-25,4706.2,4721.0,4704.5,4713.4,12407,3,0
2021-11-26,4703.6,4704.6,4584.3,4586.3,111191,2,0
2021-11-29,4624.2,4676.4,4621.4,4654.1,88789,2,0
2021-11-30,4666.1,4673.7,4561.5,4566.5,124502,2,0
2021-12-01,4593.0,4653.2,4509.8,4512.1,103407,2,0
2021-12-02,4515.7,4598.5,4509.8,4580.9,140764,0,0
2021-12-03,4573.0,4610.8,4495.8,4541.6,132463,2,0
2021-12-06,4552.3,4612.9,4534.3,4593.5,108615,2,0
2021-12-07,4593.7,4697.1,4588.9,4691.1,53552,1,0
2021-12-08,4693.0,4716.5,4676.5,4703.2,72346,1,0
2021-12-09,4702.2,4710.2,4669.4,4671.4,61555,8,0
2021-12-10,4676.9,4719.0,4669.1,4717.2,67521,2,0
2021-12-13,4723.1,4736.9,4671.4,4675.1,108891,1,0
2021-12-14,4674.7,4689.4,4609.2,4642.2,92057,2,0
2021-12-15,4637.9,4716.1,4615.1,4710.8,87240,0,0
2021-12-16,4723.0,4755.8,4654.1,4670.2,96961,0,0
2021-12-17,4665.3,4679.8,4602.0,4620.5,123132,8,0
2021-12-20,4610.6,4612.3,4532.1,4572.4,139012,2,0
2021-12-21,4587.6,4653.8,4577.6,4651.6,71893,8,0
2021-12-22,4649.9,4698.6,4634.4,4697.3,48541,2,0
2021-12-23,4701.6,4742.8,4695.8,4727.0,29593,2,0
2021-12-27,4732.7,4794.6,4724.7,4794.1,31170,0,0
2021-12-28,4790.6,4809.6,4782.3,4791.9,43930,0,0
2021-12-29,4796.2,4807.4,4781.7,4796.9,36057,5,0
2021-12-30,4790.8,4811.0,4778.5,4783.8,30046,5,0
2021-12-31,4785.5,4789.6,4762.3,4769.1,40233,1,0
2022-01-03,4786.4,4802.4,4758.9,4797.2,42330,4,0
2022-01-04,4795.8,4819.1,4775.6,4794.9,45301,2,0
2022-01-05,4790.3,4798.8,4701.2,4703.0,65102,7,0
2022-01-06,4705.2,4725.5,4672.0,4697.0,110438,1,0
2022-01-07,4707.5,4714.7,4663.2,4678.0,73926,6,0
2022-01-10,4660.0,4690.7,4582.0,4670.7,96471,6,0
2022-01-11,4676.9,4716.2,4636.5,4715.4,85217,1,0
2022-01-12,4713.1,4749.1,4704.5,4727.0,72294,1,0
2022-01-13,4726.0,4744.2,4650.7,4663.2,71034,4,0
2022-01-14,4661.6,4674.9,4613.9,4663.0,104008,1,0
2022-01-17,4669.1,4674.6,4647.4,4662.8,36954,4,0
2022-01-18,4660.1,4670.2,4568.4,4581.2,103195,1,0
2022-01-19,4583.7,4611.2,4529.7,4533.2,107188,0,0
2022-01-20,4529.4,4602.1,4477.1,4481.9,101540,0,0
2022-01-21,4460.9,4494.6,4393.9,4395.1,182958,0,0
2022-01-24,4411.9,4435.4,4220.9,4415.2,243713,0,0
2022-01-25,4398.2,4412.4,4284.4,4359.1,253646,0,0
2022-01-26,4358.2,4453.8,4301.9,4347.9,220164,0,0
2022-01-27,4369.4,4428.9,4271.0,4325.6,276666,0,0
2022-01-28,4355.9,4431.9,4273.1,4431.4,262135,0,0
2022-01-31,4422.4,4514.7,4402.9,4508.5,141411,0,0
2022-02-01,4499.2,4548.0,4481.2,4541.0,141024,1,0
2022-02-02,4558.7,4593.0,4542.5,4584.0,122605,0,0
2022-02-03,4547.3,4550.8,4469.0,4478.5,140921,0,0
2022-02-04,4525.2,4538.2,4445.0,4498.2,164774,0,0
2022-02-07,4502.3,4521.3,4469.8,4483.8,137451,1,0
2022-02-08,4491.7,4530.0,4463.1,4519.2,109414,1,0
2022-02-09,4530.2,4588.2,4523.5,4585.2,65602,0,0
2022-02-10,4586.5,4589.7,4482.7,4504.7,129446,1,0
2022-02-11,4497.4,4526.6,4399.0,4414.9,166031,0,0
2022-02-14,4411.2,4433.5,4359.9,4400.2,222649,1,0
2022-02-15,4406.7,4473.0,4387.0,4469.7,114654,0,0
2022-02-16,4459.6,4489.1,4427.4,4475.4,107497,0,0
2022-02-17,4477.5,4478.7,4372.1,4378.8,112746,0,0
2022-02-18,4381.5,4415.0,4324.4,4349.2,130056,0,0
2022-02-21,4325.9,4394.4,4288.7,4293.1,111113,0,0
2022-02-22,4256.7,4361.9,4253.2,4303.7,201060,0,0
2022-02-23,4326.7,4348.9,4219.7,4226.4,127612,6,0
2022-02-24,4218.1,4293.4,4104.6,4288.9,329088,0,0
2022-02-25,4262.8,4384.5,4230.5,4382.8,200284,1,0
2022-02-28,4286.2,4388.4,4261.7,4372.0,233343,6,0
2022-03-01,4375.1,4401.8,4278.1,4306.1,182034,0,0
2022-03-02,4310.8,4401.5,4281.3,4383.8,183994,1,0
2022-03-03,4376.5,4421.0,4343.5,4363.0,145409,1,0
2022-03-04,4369.5,4376.2,4283.7,4327.5,232500,0,0
2022-03-07,4275.7,4327.3,4199.6,4200.3,234248,1,0
2022-03-08,4189.5,4277.0,4140.7,4167.7,266216,2,0
2022-03-09,4162.9,4299.9,4162.9,4278.9,194216,6,0
2022-03-10,4275.2,4283.0,4208.2,4259.0,164886,0,0
2022-03-11,4263.7,4336.5,4199.0,4204.5,150953,1,0
2022-03-14,4228.0,4254.4,4161.9,4180.6,156534,6,0
2022-03-15,4184.9,4272.5,4139.0,4259.5,156140,1,0
2022-03-16,4258.2,4376.4,4248.7,4371.6,153043,0,0
2022-03-17,4361.8,4415.6,4329.4,4393.1,126761,6,0
2022-03-18,4389.5,4474.6,4373.6,4473.8,106059,0,0
2022-03-21,4464.2,4481.6,4423.8,4467.3,110261,0,0
2022-05-11,4041.0,4056.5,3929.8,3937.0,155362,1,0
2022-05-12,3934.9,3966.0,3859.6,3931.4,252225,4,0
2022-05-13,3928.5,4040.0,3924.0,4023.7,130275,6,0
2022-05-16,4040.0,4047.5,3983.5,4010.2,169815,1,0
2022-05-17,4009.3,4091.5,4006.3,4087.3,127634,1,0
2022-05-18,4096.4,4097.4,3911.9,3924.1,122431,6,0
2022-05-19,3916.2,3946.5,3858.7,3897.8,197911,6,0
2022-05-20,3908.3,3952.3,3810.5,3904.5,156294,6,0
2022-05-23,3924.0,3982.9,3909.2,3976.2,152184,1,0
2022-05-24,3940.2,3957.3,3874.8,3945.5,151834,1,0
2022-05-25,3962.3,4000.6,3916.9,3982.1,149092,0,0
2022-05-26,3973.9,4076.0,3963.4,4057.0,98409,6,0
2022-05-27,4056.9,4159.2,4043.6,4157.7,79212,0,0
2022-05-30,4162.7,4204.7,4162.2,4177.7,41081,0,0
2022-05-31,4166.4,4182.8,4105.5,4132.5,148500,6,0
2022-06-01,4138.4,4167.4,4074.2,4100.7,131609,6,0
2022-06-02,4095.8,4177.8,4074.4,4177.5,122123,0,0
2022-06-03,4181.9,4186.1,4097.8,4108.3,119770,0,0
2022-06-06,4106.9,4169.6,4105.7,4120.6,105512,0,0
2022-06-07,4119.5,4165.2,4077.0,4160.0,90747,0,0
2022-06-08,4154.4,4160.7,4106.2,4115.7,92671,0,0
2022-06-09,4117.2,4144.7,4015.7,4015.9,103689,1,0
2022-06-10,4019.4,4030.2,3898.2,3898.9,129178,1,0
2022-06-13,3870.8,3874.2,3735.6,3753.3,168140,0,0
